id,subject,base_verb,object,landmark_verb,score,hilo
3,system,meet,requirement,visit,1,LOW
3,system,meet,requirement,satisfy,7,HIGH
3,system,provide,facility,supply,7,HIGH
3,system,provide,facility,leave,1,LOW
3,system,run,application,operate,6,HIGH
3,system,run,application,move,1,LOW
3,woman,draw,hair,depict,5,LOW
3,woman,draw,hair,attract,1,LOW
3,magazine,accept,liability,bear,1,HIGH
3,machine,run,program,operate,6,HIGH
3,machine,run,program,move,1,LOW
3,lawyer,accept,conviction,receive,3,LOW
3,lawyer,accept,conviction,bear,1,LOW
3,justice,try,king,test,1,HIGH
3,justice,try,king,judge,2,LOW
3,judge,try,action,test,1,HIGH
3,male,draw,female,attract,1,HIGH
3,magazine,accept,liability,receive,2,LOW
3,teacher,write,book,spell,1,LOW
3,user,run,application,operate,7,HIGH
3,scholar,write,book,publish,4,HIGH
3,people,try,program,test,5,HIGH
3,people,try,sniffing,judge,3,LOW
3,runway,run,parallel,operate,1,LOW
3,people,say,success,state,7,HIGH
3,people,try,door,judge,1,LOW
3,people,try,door,test,5,HIGH
3,people,try,program,judge,3,LOW
3,people,run,round,operate,5,LOW
3,people,say,prayer,allege,1,LOW
3,people,say,prayer,state,7,LOW
3,people,say,success,allege,2,HIGH
3,government,accept,recommendation,receive,2,HIGH
3,government,provide,cash,leave,1,LOW
3,government,provide,cash,supply,7,HIGH
3,investor,buy,share,bribe,1,LOW
3,firm,buy,politician,purchase,6,LOW
3,government,accept,proposal,bear,1,LOW
3,government,accept,proposal,receive,2,HIGH
3,government,accept,recommendation,bear,1,LOW
3,road,run,parallel,move,1,LOW
3,writer,write,book,publish,4,HIGH
3,investor,buy,share,purchase,7,HIGH
3,judge,try,action,judge,2,HIGH
3,river,meet,sea,visit,1,LOW
3,runway,run,parallel,move,1,LOW
3,school,provide,education,leave,1,LOW
3,road,run,parallel,operate,1,LOW
3,tribunal,try,crime,judge,3,HIGH
3,priest,say,prayer,allege,1,LOW
3,priest,say,mass,state,7,LOW
3,priest,say,mass,allege,1,LOW
3,poll,show,support,picture,2,LOW
3,poll,show,support,express,7,HIGH
3,politician,buy,election,purchase,6,LOW
3,politician,buy,election,bribe,6,HIGH
3,people,write,letter,spell,3,HIGH
3,people,write,letter,publish,4,HIGH
3,people,try,sniffing,test,5,LOW
3,member,accept,share,bear,1,LOW
3,map,show,location,picture,4,HIGH
3,weapon,buy,chance,purchase,7,LOW
3,user,accept,responsibility,receive,1,LOW
3,user,write,word,spell,6,HIGH
3,user,write,word,publish,2,LOW
3,user,write,software,spell,1,LOW
3,user,write,software,publish,3,HIGH
3,man,write,song,publish,2,LOW
3,man,try,experiment,test,4,HIGH
3,management,accept,responsibility,bear,1,HIGH
3,man,write,song,spell,1,LOW
3,map,show,area,express,1,LOW
3,management,accept,responsibility,receive,2,LOW
3,map,show,location,express,1,LOW
3,map,show,area,picture,5,HIGH
3,claimant,draw,benefit,attract,1,HIGH
3,cinema,show,film,picture,1,HIGH
3,teacher,write,book,publish,4,LOW
3,child,show,sign,express,1,LOW
3,child,show,interest,picture,1,LOW
3,child,show,interest,express,7,HIGH
3,child,meet,house,visit,5,HIGH
3,cinema,show,film,express,1,LOW
3,child,write,word,spell,5,HIGH
3,child,write,word,publish,3,LOW
3,child,show,sign,picture,1,HIGH
3,people,buy,product,bribe,1,LOW
3,people,buy,house,purchase,7,HIGH
3,people,buy,house,bribe,1,LOW
3,patient,draw,figure,depict,5,HIGH
3,people,run,company,move,1,LOW
3,people,buy,security,purchase,7,LOW
3,people,buy,security,bribe,1,HIGH
3,people,buy,product,purchase,7,HIGH
3,people,run,round,move,1,HIGH
3,people,run,company,operate,7,HIGH
3,representative,meet,official,visit,6,HIGH
3,river,meet,sea,satisfy,1,LOW
3,tribunal,try,crime,test,1,LOW
3,producer,say,favour,state,7,LOW
3,proposal,draw,criticism,attract,7,HIGH
3,priest,say,prayer,state,7,LOW
3,producer,say,favour,allege,1,HIGH
3,report,draw,attention,depict,1,LOW
3,representative,meet,official,satisfy,1,LOW
3,proposal,draw,criticism,depict,1,LOW
3,report,draw,attention,attract,7,HIGH
3,man,say,success,state,7,HIGH
3,man,try,experiment,judge,1,LOW
3,man,say,sentence,state,7,HIGH
3,man,say,success,allege,2,HIGH
3,man,provide,money,supply,7,HIGH
3,man,say,sentence,allege,1,LOW
3,man,draw,sword,depict,1,LOW
3,man,provide,money,leave,1,HIGH
3,male,draw,female,depict,5,LOW
3,man,draw,sword,attract,1,LOW
3,user,accept,responsibility,bear,1,HIGH
3,member,accept,share,receive,6,HIGH
3,model,buy,behaviour,bribe,1,LOW
3,model,buy,behaviour,purchase,7,LOW
3,mother,provide,baby,leave,1,LOW
3,mother,provide,baby,supply,6,HIGH
3,parent,draw,line,attract,1,LOW
3,parent,draw,line,depict,3,HIGH
3,patient,accept,treatment,bear,1,HIGH
3,patient,accept,treatment,receive,6,HIGH
3,patient,draw,figure,attract,1,LOW
3,service,meet,need,satisfy,7,HIGH
3,school,provide,education,supply,7,HIGH
3,scholar,write,book,spell,1,LOW
3,table,show,result,express,7,HIGH
3,firm,buy,politician,bribe,7,HIGH
3,figure,show,increase,picture,1,HIGH
3,weapon,buy,chance,bribe,1,LOW
3,family,run,hotel,move,1,LOW
3,family,provide,home,supply,7,HIGH
3,figure,show,increase,express,2,LOW
3,family,run,hotel,operate,7,HIGH
3,employer,provide,training,leave,1,LOW
3,employee,buy,property,purchase,7,HIGH
3,family,provide,home,leave,1,LOW
3,employer,provide,training,supply,7,HIGH
3,service,meet,need,visit,1,LOW
3,shareholder,accept,offer,bear,1,LOW
3,shareholder,accept,offer,receive,4,HIGH
3,shiver,run,spine,move,1,HIGH
3,shiver,run,spine,operate,1,LOW
3,sight,meet,eye,satisfy,3,LOW
3,society,accept,charge,bear,1,LOW
3,society,accept,charge,receive,4,LOW
3,speaker,say,word,allege,1,LOW
3,speaker,say,word,state,7,HIGH
3,table,show,result,picture,5,LOW
3,user,run,application,move,1,LOW
3,spokesman,say,decision,state,7,HIGH
3,spokesman,say,decision,allege,1,HIGH
3,specialist,write,papers,spell,1,LOW
3,specialist,write,papers,publish,4,HIGH
3,student,write,name,spell,5,HIGH
3,student,write,name,publish,3,LOW
3,student,meet,requirement,visit,1,LOW
3,student,meet,requirement,satisfy,7,HIGH
3,study,provide,evidence,supply,7,HIGH
3,study,provide,evidence,leave,1,LOW
3,child,meet,house,satisfy,1,LOW
3,child,draw,picture,depict,1,HIGH
3,beach,meet,standard,satisfy,7,HIGH
3,artist,show,work,picture,1,HIGH
3,artist,show,work,express,1,LOW
3,child,draw,picture,attract,1,LOW
3,boy,meet,girl,visit,5,HIGH
3,boy,meet,girl,satisfy,1,LOW
3,beach,meet,standard,visit,1,LOW
3,sweat,run,face,move,1,HIGH
3,sweat,run,face,operate,1,LOW
3,survey,say,recovery,allege,1,HIGH
3,survey,say,recovery,state,7,HIGH
3,supporter,buy,ticket,bribe,1,LOW
3,supporter,buy,ticket,purchase,7,HIGH
3,study,show,correlation,express,6,HIGH
3,study,show,correlation,picture,5,LOW
3,study,provide,information,leave,1,LOW
3,study,provide,information,supply,7,HIGH
3,company,provide,service,supply,7,HIGH
3,court,try,case,judge,5,HIGH
3,claimant,draw,benefit,depict,1,LOW
3,company,provide,service,leave,1,LOW
3,court,try,offence,test,1,LOW
3,demonstrator,try,building,judge,1,LOW
3,court,try,case,test,1,LOW
3,court,try,offence,judge,5,HIGH
3,demonstrator,try,building,test,1,HIGH
3,employee,buy,property,bribe,1,LOW
3,writer,write,book,spell,1,LOW
4,table,draw,eye,depict,3,LOW
4,table,draw,eye,attract,6,HIGH
4,system,meet,criterion,visit,1,HIGH
4,system,meet,criterion,satisfy,7,HIGH
4,system,meet,requirement,visit,2,LOW
4,system,meet,requirement,satisfy,6,HIGH
4,system,provide,facility,supply,6,HIGH
4,system,provide,facility,leave,2,LOW
4,system,run,application,operate,6,HIGH
4,system,run,application,move,4,LOW
4,woman,draw,hair,depict,6,LOW
4,woman,draw,hair,attract,1,LOW
4,magazine,accept,liability,bear,5,HIGH
4,machine,run,program,operate,6,HIGH
4,machine,run,program,move,2,LOW
4,lawyer,accept,conviction,receive,3,LOW
4,lawyer,accept,conviction,bear,5,LOW
4,justice,try,king,test,2,HIGH
4,justice,try,king,judge,5,LOW
4,judge,try,action,test,2,HIGH
4,male,draw,female,attract,5,HIGH
4,magazine,accept,liability,receive,4,LOW
4,teacher,write,book,spell,2,LOW
4,user,run,application,operate,6,HIGH
4,scholar,write,book,publish,2,HIGH
4,people,try,program,test,6,HIGH
4,people,try,sniffing,judge,1,LOW
4,runway,run,parallel,operate,3,LOW
4,people,say,success,state,6,HIGH
4,people,try,door,judge,3,LOW
4,people,try,door,test,7,HIGH
4,people,try,program,judge,5,LOW
4,people,run,round,operate,5,LOW
4,people,say,prayer,allege,3,LOW
4,people,say,prayer,state,7,LOW
4,people,say,success,allege,4,HIGH
4,government,accept,recommendation,receive,2,HIGH
4,government,provide,cash,leave,3,LOW
4,government,provide,cash,supply,7,HIGH
4,investor,buy,share,bribe,3,LOW
4,firm,buy,politician,purchase,6,LOW
4,government,accept,proposal,bear,3,LOW
4,government,accept,proposal,receive,2,HIGH
4,government,accept,recommendation,bear,4,LOW
4,road,run,parallel,move,2,LOW
4,writer,write,book,publish,2,HIGH
4,investor,buy,share,purchase,7,HIGH
4,judge,try,action,judge,6,HIGH
4,river,meet,sea,visit,2,LOW
4,runway,run,parallel,move,2,LOW
4,school,provide,education,leave,1,LOW
4,road,run,parallel,operate,4,LOW
4,tribunal,try,crime,judge,5,HIGH
4,priest,say,prayer,allege,2,LOW
4,priest,say,mass,state,2,LOW
4,priest,say,mass,allege,1,LOW
4,poll,show,support,picture,6,LOW
4,poll,show,support,express,7,HIGH
4,politician,buy,election,purchase,6,LOW
4,politician,buy,election,bribe,5,HIGH
4,people,write,letter,spell,2,HIGH
4,people,write,letter,publish,3,HIGH
4,people,try,sniffing,test,5,LOW
4,member,accept,share,bear,4,LOW
4,map,show,location,picture,5,HIGH
4,weapon,buy,chance,purchase,6,LOW
4,user,accept,responsibility,receive,2,LOW
4,user,write,word,spell,3,HIGH
4,user,write,word,publish,2,LOW
4,user,write,software,spell,2,LOW
4,user,write,software,publish,2,HIGH
4,man,write,song,publish,2,LOW
4,man,try,experiment,test,6,HIGH
4,management,accept,responsibility,bear,4,HIGH
4,man,write,song,spell,2,LOW
4,map,show,area,express,5,LOW
4,management,accept,responsibility,receive,4,LOW
4,map,show,location,express,5,LOW
4,map,show,area,picture,6,HIGH
4,claimant,draw,benefit,attract,2,HIGH
4,cinema,show,film,picture,4,HIGH
4,teacher,write,book,publish,2,LOW
4,child,show,sign,express,4,LOW
4,child,show,interest,picture,2,LOW
4,child,show,interest,express,7,HIGH
4,child,meet,house,visit,5,HIGH
4,cinema,show,film,express,4,LOW
4,child,write,word,spell,5,HIGH
4,child,write,word,publish,5,LOW
4,child,show,sign,picture,2,HIGH
4,people,buy,product,bribe,2,LOW
4,people,buy,house,purchase,7,HIGH
4,people,buy,house,bribe,2,LOW
4,patient,draw,figure,depict,6,HIGH
4,people,run,company,move,2,LOW
4,people,buy,security,purchase,7,LOW
4,people,buy,security,bribe,6,HIGH
4,people,buy,product,purchase,7,HIGH
4,people,run,round,move,2,HIGH
4,people,run,company,operate,6,HIGH
4,representative,meet,official,visit,6,HIGH
4,river,meet,sea,satisfy,1,LOW
4,tribunal,try,crime,test,3,LOW
4,producer,say,favour,state,6,LOW
4,proposal,draw,criticism,attract,5,HIGH
4,priest,say,prayer,state,6,LOW
4,producer,say,favour,allege,4,HIGH
4,report,draw,attention,depict,2,LOW
4,representative,meet,official,satisfy,2,LOW
4,proposal,draw,criticism,depict,2,LOW
4,report,draw,attention,attract,5,HIGH
4,man,say,success,state,7,HIGH
4,man,try,experiment,judge,3,LOW
4,man,say,sentence,state,6,HIGH
4,man,say,success,allege,5,HIGH
4,man,provide,money,supply,7,HIGH
4,man,say,sentence,allege,2,LOW
4,man,draw,sword,depict,6,LOW
4,man,provide,money,leave,3,HIGH
4,male,draw,female,depict,6,LOW
4,man,draw,sword,attract,1,LOW
4,user,accept,responsibility,bear,3,HIGH
